"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Pizza Connection 3","0","0","7","0","0.43","0.43","0.06","0.07","-16.7","0.37","0.06","158","0.21","2018-03-23","588160"
"Orwell: Ignorance is Strength","0","0","10","0","0.42","0.42","0.04","0.04","0.0","0.04","0.04","293","0.17","2018-03-22","633060"
"EARTHLOCK","0","0","12","0","0.41","0.41","0.03","0.04","-33.3","0.11","0.03","264","0.16","2018-03-22","761030"
"Alone K.W.","0","0","12","0","0.75","0.75","0.06","0.06","0.0","0.05","0.03","51","0.31","2018-03-22","442000"
"Winds of Change","0","0","10","0","0.91","0.91","0.09","0.13","-44.4","0.18","0.85","42","0.39","2018-03-22","594130"
"Basingstoke","0","0","6","0","0.50","0.50","0.08","0.06","25.0","0.05","0.03","66","0.21","2018-03-21","336940"
"Exiled Kingdoms","0","0","6","0","0.44","0.44","0.07","0.08","-14.3","0.08","0.05","51","0.18","2018-03-21","788270"
"BallisticNG","0","0","8","0","0.56","0.56","0.07","0.17","-142.9","1.93","0.37","58","0.24","2018-03-20","473770"
"Hue Defense","0","0","7","0","0.43","0.43","0.06","0.07","-16.7","0.08","0.04","24","0.21","2018-03-20","512070"
"Octahedron: Transfixed Edition","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.21","0.03","45","0.18","2018-03-20","434660"
"Pichon","0","0","5","0","0.42","0.42","0.08","0.20","-150.0","0.05","0.17","23","0.21","2018-03-20","497190"
"Azure Saga: Pathfinder","0","0","7","0","0.73","0.73","0.10","0.24","-140.0","0.46","2.94","27","0.35","2018-03-20","672590"
"Super Seducer","0","0","5","0","0.35","0.35","0.07","0.06","14.3","0.06","0.05","196","0.18","2018-03-20","695920"
"Wuxing Master 五行师(CCG)","0","0","15","0","1.20","1.20","0.08","0.10","-25.0","0.66","0.61","25","0.56","2018-03-20","705810"
"The 25th Ward: The Silver Case","0","0","6","0","0.88","0.88","0.15","N/A","0.0","0.12","0.83","24","0.39","2018-03-19","697650"
"Legend of Himari","0","0","5","0","0.24","0.24","0.05","0.04","20.0","0.03","0.03","578","0.13","2018-03-19","634340"
"Wildlife Park 2 - Horses","0","0","10","0","0.88","0.88","0.09","1.15","-1,177.8","0.39","5.94","40","0.39","2018-03-19","307770"
"ASSAULT GUNNERS HD EDITION","0","0","7","0","0.42","0.42","0.06","0.33","-450.0","0.83","4.03","24","0.21","2018-03-19","751340"
"Super Daryl Deluxe","0","0","12","0","0.47","0.47","0.04","0.04","0.0","0.03","0.03","205","0.21","2018-03-19","361230"
"Keep in Mind: Remastered","0","0","8","0","0.38","0.38","0.05","0.05","0.0","0.05","0.04","55","0.17","2018-03-18","643200"
"Chessaria: The Tactical Adventure","0","0","11","0","1.11","1.11","0.10","N/A","0.0","0.70","1.18","20","0.52","2018-03-16","575340"
"The American Dream","0","0","7","0","1.50","1.50","0.21","N/A","0.0","1.01","0.60","19","0.73","2018-03-16","456180"
"Chinese Paladin：Sword and Fairy 6","0","0","6","0","0.47","0.47","0.08","0.19","-137.5","0.15","0.10","63","0.21","2018-03-16","696360"
"Surviving Mars","0","0","11","0","0.44","0.44","0.04","0.02","50.0","0.05","0.05","11097","0.21","2018-03-16","464920"
"Where the Water Tastes Like Wine","0","0","15","0","0.62","0.62","0.04","0.04","0.0","0.06","0.41","170","0.28","2018-03-16","447120"
"Conflict of Nations: World War 3","0","0","9","0","0.90","0.90","0.10","0.09","10.0","0.17","0.11","63","0.43","2018-03-15","784950"
"Pure Farming 2018","0","0","8","0","0.39","0.39","0.05","0.06","-20.0","0.08","0.10","176","0.17","2018-03-15","534370"
"The Bonfire: Forsaken Lands","0","0","12","0","0.50","0.50","0.04","0.07","-75.0","0.81","5.36","41","0.21","2018-03-15","788210"
"Tunnels of Despair","0","0","5","0","0.44","0.44","0.09","0.14","-55.6","0.07","0.14","15","0.23","2018-03-14","635900"
"Origin Space","0","0","5","0","0.34","0.34","0.07","N/A","0.0","6.08","0.14","14","0.18","2018-03-14","596740"
"Defense Of Greece TD","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.03","0.03","48","0.13","2018-03-14","537200"
"Prismata","0","0","10","0","0.40","0.40","0.04","0.02","50.0","0.06","0.06","1482","0.17","2018-03-14","490220"
"Hakuoki: Edo Blossoms","0","0","6","0","0.87","0.87","0.14","0.17","-21.4","0.06","0.20","55","0.37","2018-03-13","733340"
"Fear Effect Sedna","0","0","6","0","0.37","0.37","0.06","0.07","-16.7","0.08","0.03","47","0.16","2018-03-13","546900"
"Devil May Cry HD Collection","0","0","8","0","0.62","0.62","0.08","0.09","-12.5","0.05","0.08","891","0.28","2018-03-13","631510"
"Re;Lord 1 ~The witch of Herfort and stuffed animals~","0","0","5","0","0.57","0.57","0.11","0.17","-54.5","0.13","0.96","30","0.29","2018-03-13","788050"
"Octogeddon","0","0","5","0","0.32","0.32","0.06","0.08","-33.3","0.14","0.07","104","0.16","2018-03-13","525620"
"The Council","0","0","11","0","0.65","0.65","0.06","0.04","33.3","0.07","0.06","179","0.31","2018-03-12","287630"
"The Long Reach","0","0","5","0","0.31","0.31","0.06","0.05","16.7","0.09","0.07","57","0.16","2018-03-12","584990"
"Diamo XL","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","703","0.13","2018-03-11","715010"
"Monobeno","0","0","5","0","0.76","0.76","0.15","0.20","-33.3","0.07","0.09","44","0.39","2018-03-11","758090"
"Marble Run 2D","0","0","14","0","0.56","0.56","0.04","0.03","25.0","0.03","0.03","171","0.24","2018-03-10","807140"
"Ninja Tycoon","0","0","6","0","0.43","0.43","0.07","0.10","-42.9","13.98","0.61","45","0.18","2018-03-10","779330"
"Guns'n'Stories: Bulletproof VR","0","0","7","0","0.39","0.39","0.06","0.07","-16.7","0.17","0.49","57","0.21","2018-03-10","685690"
"Mahjong Magic Journey","0","0","5","0","0.25","0.25","0.05","0.04","20.0","0.03","0.03","236","0.13","2018-03-10","567140"
"Tropical Liquor","0","0","8","0","1.12","1.12","0.14","0.17","-21.4","0.08","0.23","50","0.49","2018-03-09","687920"
"Deep Rock Galactic","0","0","7","0","0.37","0.37","0.05","0.05","0.0","0.05","0.05","5036","0.17","2018-03-09","548430"
"My Lovely Daughter","0","0","5","0","0.31","0.31","0.06","0.08","-33.3","0.22","0.05","119","0.16","2018-03-09","580170"
"隐龙传：影踪(Hidden Dragon Legend: ShadowTrace)","0","0","8","0","1.29","1.29","0.16","0.22","-37.5","0.18","2.67","19","0.56","2018-03-09","710130"
"Saku Saku: Love Blooms with the Cherry Blossoms","0","0","10","0","0.99","0.99","0.10","0.12","-20.0","0.34","0.75","65","0.43","2018-03-09","691150"
"Lurk","0","0","5","0","1.04","1.04","0.21","N/A","0.0","2.29","2.27","59","0.55","2018-03-09","527260"
"Warhammer: Vermintide 2","0","0","15","0","0.60","0.60","0.04","0.02","50.0","0.05","0.05","3440","0.28","2018-03-08","552500"
"FINAL FANTASY XV WINDOWS EDITION","0","0","6","0","0.66","0.66","0.11","0.10","9.1","0.05","0.06","899","0.29","2018-03-08","637650"
"Starlight of Aeons","0","0","8","0","0.99","0.99","0.12","0.12","0.0","0.04","1.81","87","0.42","2018-03-08","644200"
"PacaPlus","0","0","5","0","1.20","1.20","0.24","0.27","-12.5","0.54","0.20","17","0.63","2018-03-08","610610"
"Acceleration of SUGURI 2","0","0","10","0","0.51","0.51","0.05","0.04","20.0","0.19","0.04","108","0.22","2018-03-08","390710"
"Happy Empire - A Bouquet for the Princess","0","0","5","0","0.33","0.33","0.07","N/A","0.0","5.04","0.06","21","0.18","2018-03-07","544790"
"MiDZone","0","0","10","0","0.43","0.43","0.04","0.03","25.0","0.03","0.06","66","0.17","2018-03-07","494290"
"Shooty Skies","0","0","7","0","1.10","1.10","0.16","0.39","-143.8","0.94","0.10","17","0.56","2018-03-07","702810"
"Way of the Passive Fist","0","0","6","0","0.33","0.33","0.06","0.07","-16.7","0.04","0.08","37","0.16","2018-03-07","625680"
"Zombie Solitaire 2 Chapter 3","0","0","5","0","0.31","0.31","0.06","0.63","-950.0","0.95","0.13","54","0.16","2018-03-06","623180"
"OPUS: Rocket of Whispers","0","0","6","0","0.52","0.52","0.09","0.08","11.1","0.17","0.34","47","0.23","2018-03-06","742250"
"Ladra","0","0","5","0","0.40","0.40","0.08","0.06","25.0","0.09","0.05","32","0.21","2018-03-06","391180"
"ChronoClock","0","0","6","0","0.54","0.54","0.09","0.23","-155.6","0.79","0.59","46","0.23","2018-03-05","539660"
"Wildlife Park 2","0","0","7","0","0.41","0.41","0.06","0.06","0.0","0.08","0.13","151","0.21","2018-03-05","304350"
"You, With Me - A Kinetic Novel","0","0","5","0","0.36","0.36","0.07","0.05","28.6","0.03","0.03","42","0.18","2018-03-04","588050"
"Domiverse","0","0","10","0","1.38","1.38","0.14","0.33","-135.7","0.77","3.93","25","0.61","2018-03-03","598880"
"Defense of Egypt: Cleopatra Mission","0","0","5","0","0.36","0.36","0.07","0.04","42.9","0.03","0.03","65","0.18","2018-03-03","534010"
"Creature Romances: Kokonoe Kokoro","0","0","7","0","0.31","0.31","0.04","0.03","25.0","0.03","0.03","124","0.14","2018-03-03","356450"
"Cyberdimension Neptunia: 4 Goddesses Online","0","0","5","0","0.78","0.78","0.16","0.19","-18.8","0.05","0.07","146","0.42","2018-03-02","632350"
"Pit People","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.05","0.05","260","0.16","2018-03-02","291860"
"Gravel","0","0","10","0","0.49","0.49","0.05","0.05","0.0","0.40","0.20","81","0.22","2018-03-02","558260"
"PROTOThYPE","0","0","5","0","1.03","1.03","0.21","0.39","-85.7","1.41","1.67","24","0.55","2018-03-02","587070"
"This Grand Life","0","0","8","0","0.58","0.58","0.07","0.08","-14.3","0.18","3.42","47","0.24","2018-03-01","695600"
"Battlezone: Combat Commander","0","0","8","0","0.53","0.53","0.07","0.09","-28.6","0.11","0.08","77","0.24","2018-03-01","624970"
"Into the Breach","0","0","8","0","0.35","0.35","0.04","0.03","25.0","0.12","0.05","747","0.14","2018-03-01","590380"
"Coffee Crisis","0","0","6","0","0.47","0.47","0.08","0.05","37.5","0.07","0.03","30","0.21","2018-03-01","596380"
"Siege Saga","0","0","5","0","0.53","0.53","0.11","0.13","-18.2","1.43","0.80","16","0.29","2018-02-28","559030"
"Fallen ~Makina and the City of Ruins~","0","0","7","0","0.51","0.51","0.07","0.16","-128.6","0.06","0.16","148","0.24","2018-02-28","791330"
"The Majesty of Colors Remastered","0","0","5","0","0.33","0.33","0.07","N/A","0.0","0.33","0.60","19","0.18","2018-02-28","632880"
"Gleaner Heights","0","0","5","0","0.39","0.39","0.08","0.14","-75.0","0.53","0.06","54","0.21","2018-02-28","786580"
"AngerForce: Reloaded","0","0","7","0","0.41","0.41","0.06","0.05","16.7","0.06","0.05","39","0.21","2018-02-28","650780"
"Gazing from beyond","0","0","6","0","0.85","0.85","0.14","0.22","-57.1","0.07","0.04","44","0.37","2018-02-28","782690"
"Puyo Puyo™Tetris®","0","0","15","0","0.63","0.63","0.04","0.03","25.0","0.07","0.06","259","0.28","2018-02-28","546050"
"CHRONO TRIGGER","0","0","9","0","0.88","0.88","0.10","0.10","0.0","0.08","0.06","289","0.43","2018-02-27","613830"
"Dragons Never Cry","0","0","9","0","1.58","1.58","0.18","N/A","0.0","1.18","2.45","19","0.78","2018-02-27","499510"
"5 Minutes Rage","0","0","10","0","0.42","0.42","0.04","0.16","-300.0","0.08","0.03","97","0.17","2018-02-27","416700"
"Florensia","0","0","10","0","1.16","1.16","0.12","0.16","-33.3","0.28","0.19","54","0.52","2018-02-27","384030"
"Harvest Seasons","0","0","11","0","1.48","1.48","0.13","0.07","46.2","0.14","0.13","14","0.68","2018-02-24","772070"
"Hidden Dragon: Legend","0","0","8","0","3.14","3.14","0.39","0.24","38.5","1.02","1.14","20","1.36","2018-02-24","680390"
"Fishing: Barents Sea","0","0","11","0","0.51","0.51","0.05","0.04","20.0","0.20","0.22","194","0.26","2018-02-24","501080"
"Tale of Toast","0","0","8","0","1.96","1.96","0.24","0.15","37.5","3.96","0.58","22","0.83","2018-02-23","640150"
"THE LAST HUNT","0","0","5","0","1.03","1.03","0.21","N/A","0.0","1.16","2.23","13","0.55","2018-02-23","611810"
"SENRAN KAGURA Peach Beach Splash","0","0","8","0","0.90","0.90","0.11","0.14","-27.3","0.45","0.14","150","0.38","2018-02-23","696170"
"Mhakna Gramura and Fairy Bell","0","0","7","0","0.47","0.47","0.07","0.22","-214.3","0.23","0.12","41","0.24","2018-02-23","753220"
"Lizard","0","0","6","0","1.24","1.24","0.21","0.36","-71.4","19.21","0.86","31","0.55","2018-02-23","400280"
"Rytmik Studio","0","0","5","0","0.32","0.32","0.06","0.10","-66.7","0.07","0.13","54","0.16","2018-02-22","657280"
"Dark Blood Chronicles","0","0","6","0","1.02","1.02","0.17","0.39","-129.4","2.03","14.04","29","0.44","2018-02-22","604920"
"Metro Conflict: The Origin","0","0","9","0","1.20","1.20","0.13","0.31","-138.5","0.58","0.79","19","0.57","2018-02-22","662320"
"AMOK","0","0","5","0","0.42","0.42","0.08","0.08","0.0","0.03","0.03","296","0.21","2018-02-20","446780"
"Don't Sink","0","0","7","0","0.43","0.43","0.06","0.10","-66.7","0.10","0.09","43","0.21","2018-02-20","710610"
"Q.U.B.E. 2","0","0","5","0","0.34","0.34","0.07","0.05","28.6","0.04","0.03","154","0.18","2018-02-19","359100"
"Wildlife Park 2 - Dino World","0","0","7","0","0.57","0.57","0.08","0.10","-25.0","0.63","0.23","40","0.28","2018-02-19","307930"
"Monster Energy Supercross - The Official Videogame","0","0","10","0","0.76","0.76","0.08","0.08","0.0","1.96","0.08","59","0.35","2018-02-19","711750"
"Abandon Ship","0","0","8","0","0.43","0.43","0.05","0.07","-40.0","0.12","0.12","157","0.17","2018-02-18","551860"
"Guns, Gore and Cannoli 2","0","0","6","0","0.41","0.41","0.07","0.05","28.6","0.06","0.05","196","0.18","2018-02-18","525510"
"Slasher's Keep","0","0","5","0","0.26","0.26","0.05","0.04","20.0","0.05","0.05","184","0.13","2018-02-17","598060"
"Hold your houses","0","0","5","0","0.26","0.26","0.05","0.10","-100.0","0.03","0.03","456","0.13","2018-02-17","586790"
"Handball Action Total","0","0","6","0","1.06","1.06","0.18","N/A","0.0","4.11","4.33","12","0.47","2018-02-17","486940"
"Operation swat","0","0","5","0","0.27","0.27","0.05","0.10","-100.0","0.03","0.03","244","0.13","2018-02-17","584780"
"Bacon Man: An Adventure","0","0","15","0","2.60","2.60","0.17","1.92","-1,029.4","1.72","6.43","25","1.18","2018-02-16","327760"
"Barrage Musical ～A Fantasy of Tempest～","0","0","6","0","0.69","0.69","0.12","0.34","-183.3","1.22","0.33","22","0.31","2018-02-16","665270"
"Color Jumper","0","0","9","0","1.16","1.16","0.13","0.12","7.7","0.38","2.47","67","0.57","2018-02-16","594810"
"Trailer Park Boys: Greasy Money","0","0","8","0","1.04","1.04","0.13","0.15","-15.4","0.19","0.14","67","0.45","2018-02-16","735850"
"The Way","0","0","8","0","0.41","0.41","0.05","0.03","40.0","0.03","0.11","144","0.17","2018-02-16","311010"
"Rumu","0","0","7","0","1.29","1.29","0.18","0.49","-172.2","0.42","1.20","28","0.63","2018-02-16","723270"
"Avernum 3: Ruined World","0","0","5","0","0.30","0.30","0.06","0.08","-33.3","0.03","0.03","88","0.16","2018-02-16","691830"
"Ball 3D: Soccer Online","0","0","12","0","0.48","0.48","0.04","0.02","50.0","0.06","0.06","577","0.21","2018-02-16","485610"
"Secret of Mana","0","0","7","0","0.94","0.94","0.13","0.14","-7.7","0.09","0.07","164","0.45","2018-02-15","637670"
"EquiMagic - Galashow of Horses","0","0","8","0","1.37","1.37","0.17","N/A","0.0","0.91","2.59","17","0.59","2018-02-15","664250"
"Hyper Gods","0","0","7","0","0.96","0.96","0.14","0.66","-371.4","126.23","2.11","23","0.49","2018-02-15","423730"
"Never Again","0","0","5","0","0.36","0.36","0.07","0.13","-85.7","0.06","0.22","52","0.18","2018-02-15","430070"
"Die for Valhalla!","0","0","7","0","0.41","0.41","0.06","0.05","16.7","1.01","0.06","47","0.21","2018-02-15","606000"
"Hand of the Gods","0","0","9","0","0.94","0.94","0.10","0.11","-10.0","0.77","0.93","33","0.43","2018-02-15","648430"
"Dead Maze","0","0","6","0","0.80","0.80","0.13","0.33","-153.8","0.35","0.10","56","0.34","2018-02-14","667890"
"Burnin' Rubber 5 HD","0","0","6","0","0.54","0.54","0.09","0.07","22.2","0.24","0.15","15","0.23","2018-02-14","420660"
"InnerSpace","0","0","5","0","0.32","0.32","0.06","0.06","0.0","0.05","0.03","64","0.16","2018-02-14","347000"
"The Legend of Heroes: Trails of Cold Steel II","0","0","12","0","1.04","1.04","0.09","0.09","0.0","0.07","0.35","92","0.47","2018-02-14","748490"
"Mulaka","0","0","6","0","0.67","0.67","0.11","0.18","-63.6","0.10","1.39","38","0.29","2018-02-14","623640"
"Staxel","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.06","0.05","296","0.16","2018-02-14","405710"
"Granado Espada","0","0","8","0","0.39","0.39","0.05","0.06","-20.0","0.07","0.06","150","0.17","2018-02-14","663090"
"Hoshizora no Memoria -Wish upon a Shooting Star-","0","0","6","0","1.04","1.04","0.17","0.22","-29.4","0.35","0.76","62","0.44","2018-02-14","715580"
"Space Invaders Extreme","0","0","5","0","0.51","0.51","0.10","0.21","-110.0","2.65","2.11","38","0.26","2018-02-13","744050"
"Cabals: Magic & Battle Cards","0","0","7","0","0.65","0.65","0.09","0.60","-566.7","2.98","2.66","23","0.31","2018-02-13","458410"
"Darkestville Castle","0","0","6","0","0.41","0.41","0.07","0.04","42.9","0.08","0.06","64","0.18","2018-02-13","689900"
"The Fall Part 2: Unbound","0","0","10","0","0.59","0.59","0.06","0.07","-16.7","0.10","0.06","54","0.26","2018-02-13","510490"
"S-COPTER","0","0","7","0","0.78","0.78","0.11","N/A","0.0","0.44","0.07","17","0.38","2018-02-13","596260"
"Interstellar Rift","0","0","7","0","0.36","0.36","0.05","0.04","20.0","0.06","0.06","166","0.17","2018-02-13","363360"
"Wild Romance: Mofu Mofu Edition","0","0","6","0","0.66","0.66","0.11","N/A","0.0","0.24","0.37","55","0.29","2018-02-13","748480"
"Art Of Gravity","0","0","6","0","0.39","0.39","0.07","0.06","14.3","0.06","0.03","71","0.18","2018-02-13","642560"
"Post Human W.A.R","0","0","9","0","0.48","0.48","0.05","0.04","20.0","0.06","0.04","54","0.22","2018-02-13","462240"
"Onmyoji","0","0","15","0","0.71","0.71","0.05","0.14","-180.0","0.08","0.11","141","0.35","2018-02-13","551170"
"Fort Defense","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.03","0.03","266","0.13","2018-02-13","343930"
"Kitty Powers' Love Life","0","0","7","0","0.66","0.66","0.09","N/A","0.0","1.21","0.26","53","0.31","2018-02-13","416870"
"Kingdom Come: Deliverance","0","0","5","0","0.34","0.34","0.07","0.05","28.6","0.05","0.05","1860","0.18","2018-02-06","379430"
"Sairento VR","0","0","8","0","0.39","0.39","0.05","0.09","-80.0","0.07","0.07","128","0.17","2018-02-06","555880"
"Minotaur","0","0","5","0","0.67","0.67","0.13","0.39","-200.0","3.12","0.04","29","0.34","2018-02-04","496660"
"HEADLINER","0","0","6","0","0.37","0.37","0.06","0.13","-116.7","0.06","0.05","101","0.16","2018-02-04","680980"
"Wars Across The World","0","0","15","0","0.69","0.69","0.05","0.50","-900.0","14.88","0.07","41","0.35","2018-02-02","341040"
"Violet Cycle","0","0","6","0","0.44","0.44","0.07","N/A","0.0","0.19","2.70","30","0.18","2018-02-02","595010"
"We Were Here Too","0","0","9","0","0.36","0.36","0.04","0.03","25.0","0.04","0.04","1078","0.17","2018-02-02","677160"
"The Endless Journey","0","0","8","0","0.96","0.96","0.12","0.12","0.0","0.27","1.83","34","0.42","2018-02-02","715650"
"Legrand Legacy","0","0","6","0","0.36","0.36","0.06","0.04","33.3","0.08","0.05","73","0.16","2018-02-02","556740"
"DYING: Reborn","0","0","8","0","0.75","0.75","0.09","0.13","-44.4","1.85","0.37","16","0.31","2018-02-02","699700"
"BATTALION: Legacy","0","0","13","0","0.71","0.71","0.05","0.03","40.0","0.06","0.06","125","0.30","2018-02-01","489940"
"FINAL FANTASY XII THE ZODIAC AGE","0","0","12","0","0.86","0.86","0.07","0.08","-14.3","0.06","0.06","261","0.37","2018-02-01","595520"
"The Wizards Who Fell In A Hole","0","0","5","0","0.33","0.33","0.07","N/A","0.0","1.90","0.15","67","0.18","2018-02-01","562680"
"Remothered: Tormented Fathers","0","0","6","0","0.36","0.36","0.06","0.05","16.7","0.05","0.05","131","0.16","2018-02-01","633360"
"Crossing Souls","0","0","10","0","0.48","0.48","0.05","0.03","40.0","0.06","0.06","136","0.22","2018-02-01","331690"
"Splody","0","0","9","0","0.59","0.59","0.07","0.34","-385.7","0.83","0.60","23","0.30","2018-01-31","467810"
"Scarab Tales","0","0","6","0","0.51","0.51","0.09","0.31","-244.4","0.03","0.03","151","0.23","2018-01-31","370050"
"DRAGON BALL FighterZ","0","0","8","0","0.54","0.54","0.07","0.04","42.9","0.06","0.14","1674","0.24","2018-01-31","678950"
"Light Tracer","0","0","6","0","2.24","2.24","0.37","N/A","0.0","0.09","6.43","7","0.97","2018-01-30","680400"
"神舞幻想 Faith of Danschant","0","0","10","0","0.48","0.48","0.05","0.06","-20.0","0.08","0.04","165","0.22","2018-01-30","724970"
"IN-VERT: Definitive Edition","0","0","5","0","0.35","0.35","0.07","0.17","-142.9","0.03","0.03","78","0.18","2018-01-29","491010"
"War Tech Fighters","0","0","9","0","0.47","0.47","0.05","0.04","20.0","0.08","0.04","64","0.22","2018-01-29","630030"
"Rally Racers","0","0","8","0","1.79","1.79","0.22","4.24","-1,827.3","12.03","10.63","16","0.77","2018-01-29","514530"
"Puzzle Poker","0","0","6","0","0.98","0.98","0.16","0.17","-6.3","0.04","0.41","25","0.42","2018-01-29","554660"
"Super Cat Herding: Totally Awesome Edition","0","0","13","0","1.18","1.18","0.09","0.33","-266.7","0.19","0.39","17","0.55","2018-01-28","459150"
"Magic Technology","0","0","13","0","1.47","1.47","0.11","1.79","-1,527.3","0.03","0.10","43","0.67","2018-01-28","614660"
"Tangledeep","0","0","5","0","0.31","0.31","0.06","0.05","16.7","0.05","0.05","156","0.16","2018-01-26","628770"
"Treasure Adventure World","0","0","6","0","0.38","0.38","0.06","0.08","-33.3","0.20","0.05","34","0.16","2018-01-26","268770"
"XXZ: XXL","0","0","5","0","0.71","0.71","0.14","0.23","-64.3","0.11","2.08","23","0.37","2018-01-26","696590"
"A Sky Full of Stars","0","0","8","0","0.83","0.83","0.10","0.14","-40.0","0.06","0.27","97","0.35","2018-01-26","745960"
"Scrapper","0","0","5","0","1.00","1.00","0.20","N/A","0.0","6.09","1.49","16","0.52","2018-01-25","620330"
"Iconoclasts","0","0","9","0","0.36","0.36","0.04","0.03","25.0","0.05","0.05","336","0.17","2018-01-25","393520"
"Candleman: The Complete Journey","0","0","5","0","0.40","0.40","0.08","0.08","0.0","0.36","0.35","65","0.21","2018-01-25","591630"
"Karmasutra","0","0","13","0","1.13","1.13","0.09","N/A","0.0","0.63","2.58","30","0.55","2018-01-24","677730"
"Wulverblade","0","0","6","0","0.34","0.34","0.06","0.07","-16.7","0.06","0.07","42","0.16","2018-01-24","587180"
"Tesla vs Lovecraft","0","0","5","0","0.31","0.31","0.06","0.19","-216.7","0.06","0.05","137","0.16","2018-01-24","636100"
"Ascendant Hearts","0","0","5","0","0.80","0.80","0.16","0.26","-62.5","0.25","0.49","36","0.42","2018-01-24","595730"
"LOST SPHEAR","0","0","9","0","0.56","0.56","0.06","0.27","-350.0","0.07","0.57","45","0.26","2018-01-23","525240"
"The Red Strings Club","0","0","6","0","0.50","0.50","0.08","0.07","12.5","0.05","0.07","198","0.21","2018-01-23","589780"
"Sorry, James","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.10","0.03","96","0.16","2018-01-23","659190"
"3SwitcheD","0","0","6","0","0.43","0.43","0.07","0.07","0.0","0.03","0.03","611","0.18","2018-01-23","206610"
"Aloha Paradise Hotel","0","0","5","0","1.60","1.60","0.32","0.27","15.6","6.41","2.07","11","0.83","2018-01-23","598820"
"Wildlife Park 2 - Crazy Zoo","0","0","7","0","0.47","0.47","0.07","0.14","-100.0","14.21","0.76","38","0.24","2018-01-23","306480"
"The Myth Seekers: The Legacy of Vulcan","0","0","5","0","0.31","0.31","0.06","0.07","-16.7","0.04","0.05","62","0.16","2018-01-23","657040"
"Celeste","0","0","5","0","0.47","0.47","0.09","0.10","-11.1","0.06","0.06","1478","0.23","2018-01-23","504230"
"Fantasy Strike","0","0","10","0","0.92","0.92","0.09","0.13","-44.4","0.44","0.22","26","0.39","2018-01-23","390560"
"Zwei: The Arges Adventure","0","0","10","0","0.41","0.41","0.04","0.04","0.0","0.05","0.03","217","0.17","2018-01-22","427680"
"Nantucket","0","0","8","0","0.61","0.61","0.08","0.07","12.5","0.06","0.18","83","0.28","2018-01-20","621220"
"Return of Red Riding Hood Enhanced Edition","0","0","7","0","0.31","0.31","0.04","0.03","25.0","0.11","0.03","60","0.14","2018-01-20","594320"
"Dream Pinball 3D","0","0","8","0","0.49","0.49","0.06","0.04","33.3","0.03","0.03","566","0.21","2018-01-19","215790"
"Rusty Lake Paradise","0","0","8","0","0.48","0.48","0.06","0.04","33.3","0.05","0.03","354","0.21","2018-01-19","744190"
"Subnautica","0","0","14","0","0.74","0.74","0.05","0.04","20.0","0.05","0.05","3300","0.30","2018-01-18","264710"
"Symploké: La Leyenda de Gustavo Bueno (Capítulo 2)","0","0","5","0","0.32","0.32","0.06","0.13","-116.7","0.04","0.03","140","0.16","2018-01-18","678920"
"TheNightfall","0","0","6","0","1.01","1.01","0.17","0.38","-123.5","0.57","0.66","22","0.44","2018-01-18","611620"
"Umineko: Golden Fantasia","0","0","7","0","0.86","0.86","0.12","0.16","-33.3","0.11","1.06","53","0.42","2018-01-18","550340"
"Flower Design","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.06","0.03","29","0.18","2018-01-17","546070"
"Time Gap","0","0","7","0","0.99","0.99","0.14","0.33","-135.7","3.25","1.24","28","0.49","2018-01-16","500150"
"Dogurai","0","0","4","0","0.99","0.99","0.25","0.45","-80.0","0.72","0.36","14","0.43","2018-01-16","565180"
"RoBoRumble","0","0","11","0","0.44","0.44","0.04","0.02","50.0","0.03","0.03","1336","0.21","2018-01-16","420970"
"Bunker Punks","0","0","6","0","0.37","0.37","0.06","0.05","16.7","0.11","0.13","53","0.16","2018-01-15","446120"
"Hospitalize","0","0","7","0","0.90","0.90","0.13","0.13","0.0","392.36","0.39","20","0.45","2018-01-13","503370"
"STELLATUM","0","0","9","0","1.13","1.13","0.13","0.14","-7.7","0.80","1.55","19","0.57","2018-01-13","691630"
"Choose Wisely","0","0","5","0","0.26","0.26","0.05","0.03","40.0","0.03","0.03","401","0.13","2018-01-13","618750"
"永遠消失的幻想鄉 ～ The Disappearing of Gensokyo","0","0","7","0","0.67","0.67","0.10","0.14","-40.0","0.15","0.08","176","0.35","2018-01-13","776490"
"Algo Bot","0","0","6","0","0.34","0.34","0.06","0.08","-33.3","0.49","0.06","38","0.16","2018-01-12","286300"
"Prison Boss VR","0","0","8","0","0.54","0.54","0.07","0.07","0.0","0.39","0.13","45","0.24","2018-01-12","673600"
"Fractal","0","0","6","0","0.80","0.80","0.13","0.67","-415.4","24.85","0.04","18","0.34","2018-01-12","566180"
